turizm mayıs ta istanbul a gelen turist sayısı yüzde azaldı koronavirüs nedeniyle sınırların yurt dışı seyahatlere kapatılması hem istanbul un hem de türk turizmini etkiledi salgın nedeniyle istanbul a gelen turist sayısı bir önceki yıla göre yüzde azaldı ;,0
turizm için kötü haber almanya ab dışındaki ülkelere seyahat uyarısını ağustos sonuna kadar uzattı ;,0
bakan abd doları ve faizle rekabeti fiilen kestiğimizi bundan sonra sanayi üretimi girdisi ve döviz kuruna odaklanacağımızı söyledi bence içerik güzeldi ama ;,0
urfa turizmine büyük katkı ;,0
 ya kimse gelmesin mersin e doldu buralar yada en azından randevulu gelinsin trafik kilit ya sahiller ve deniz dopdolu yaşasın turizm ama corona heryerde ;,0
her mevsim bir başka güzeldir erciyes erciyes ;,1
 işsizlik turizmcinin lirası pandemi krizinde hükümetin destek paketi içinde olan uygulamalardan birisi de aktif çalışanlar için nakdi ücretsiz izin desteği verilsin yeter artık;,0
turizm de döviz kurları da patladı ancak ikisi de elimizde patladı  ;,0
ispanya ya temmuz ayında geçen yılın aynı ayına göre düşüşle milyon yabancı turist geldi ;,0
her şey dört mevsim uludağ için  ;,1
covid ile birlikte turizm de görmezden gelemeyeceğimiz konular akıllıkent destinasyon ların değişen turizm anlayışı içinde öncelikle dijital altyapı ve iletişim teknolojilerine yatırım yapmaları önceliği bulunuyor ;,0
ingiltere almanya fransa ile turizm dörtlü toplantısı yaptık bakan çavuşoğlu açıkladı;,0
turizme bilinçli turist lazım ;,0
bulgaristan da havaalanı için toplamda milyon avro luk mali destek onaylandı  ;,0
adnan kaya  destek;,1
 ankara uluslararası film festival i t c kültür ve turizm bakanlığının desteğiyle gerçekleştirilecek ;,1
 endonezya küresel turizmin adil kapsayıcı daha şeffaf ve herkes için faydalı olmasını sağlamak için dünyaturizmörgütü unwto tarafından oluşturulan turizm etiği çerçeve sözleşmesi nin ilk imzacısı oldu e yakın minik adacıktan oluşan ülke kesinlikle keşfe değer  ;,0
 dünya genelinde pozitif etkileri kabul gören kent ekonomileri yönetimine türkiye hızla geçmeli ve bursa rol model olmalıdır sanayi tarım tarih turizm ve eğitim kenti bursa havzası ülkemizin ve avrupa nın parlayan yıldızı ve dinamosu olarak güçlendirilmelidir ;,0
 in havacılık tasarım ve sertifikasyon alanlarındaki mühendislik altyapısı ve yetkinliği easa avrupa havacılık emniyeti ajansı tarafından tasarım organizasyonu onayı doa sertifikası ile tescillendi ;,0
 olympos antik kenti phaselis antik kenti nden sonra ikinci önemli liman kentidir  ;,1
dikilitaş tarlaların ortasında ortaya çıkartılmış etrafının temizlenerek bilgi tabelası oluşturulması çok daha güzel olacaktır ;,1
sarısu plaj bölgesine akaryakıt boşaltma tesisi yapılması gibi konularını sorduk ve dedik ki antalyanın değerlerine sahip çıkın ve zarar vermeyin ;,0
 seni uyarıyorum pkklı bar ınız yüzünden evimden ofisimden işimden uykumdan oluyorum  ;,1
ünlü manken şükretsin öldürülmediği için mi diyelim yabanci kadinlar gelmezse haksiz değiller dövüyor veya öldürüyoruz;,1
bodrum belediyesi tiyatrocuları sağlık çalışanları için sahne alacak  ;,1
sosyal mesafeyi unutmanın bedeli ağır olmaz umarım ;,1
 antalya turu yapanlar alanya ilçesinde bulunan myra antik kenti ni görmeden gitmeyin  ;,1
güvenli turizm sertifikası almaya hak kazanan ilk şehir oteli tuğcan hotel;,0
ibradı ilçesi  ürünlü mahallesi nde yer alan türkiye  en büyük avrupa  üçüncü büyük yer altı mağarası olan altınbeşik mağarası son dönemde inin en ilgi çekici merkezlerindendir;,1
 rusya pandemi sonrasında ekonomiyi toparlamak için iç turizme öncelik verip dış turizmi kısıtlamayı hedefliyor ;,0
bursa kalkışlı antalya olympos turumuza temmuz çarşamba gecesi ile birlikte başlıyoruz;,1
sivas divriği ilçesinde uygulanacak cam seyir teras projesi ilçenin turizmini zirveye çıkaracak   ;,0
iran da kovid turizmi de vurdu  ;,0
turizm beldeleri ve bazı araziler için imar planı değişikliği ;,0
turizm sektörünün yediği ağır darbeyi kurtarabilmek adına devletler arası turist anlaşması ve bakanlıkların oteller adına kredi destek ve faiz kolaylıkları gibi adımları olumlu seyir başlatır bu sektör döviz getirisine sahip ne derler kaz gelecek yerden  tavuk esirgenmez;,0
 kültürel doğal ve sosyo ekonomik canlılığıyla cennetin eşşiz limanı mersindeyiz ya siz ;,1
ab ülkeleri temmuz başına kadar türkiye ye kapalı  ;,0
projemizin detayları şekillendikçe sizlerle paylaşmayı da ihmal etmeyeceğiz ayrıca anlamlı açılış hediyeleri içinde çok teşekkür ederiz  ;,1
blackorwhite iş dünyası cemiyet ve yaşam dergisi  ritz carlton residences bodrum  turizme yeni soluk;,1
bugün izmir e gelmişken selçuk da yeralan şirince köyünü ziyaret etmemek olmazdı köy resmen tarihi havayı yansıtıyor ;,1
insanlardan nefret edip turizme aşkla bağlanan o salak benim işte  ;,1
italya dışişleri bakanı di maio haziran avrupa da turizm için kurtuluş günüdür dedi;,0
cennetten bir köşe hepinize mutlu güzel sabahlar  ;,1
türkiye lavanta üretiminin büyük kısmını karşılayan isparta nın kuyucak köyü lavanta mevsiminin başlamasıyla mora boyanan görselliğiyle ziyaretçilerini büyülüyor   ;,1
turistler denetimden memnun  ;,0
antalya valisi ersin yazıcı alanya turistik işletmeciler derneği ni ziyaret etti  ;,0
bıçak elden gitti bu gidişle sıva malasını elimize alacaz be usta aşçının hali  ;,1
tatilini kendin seç ve planla biz sadece hediye edelim kura yok kupon yok ödeme hiç yok ;,0
hasankeyf in eşsiz doğa güzelliğinde yamaç paraşüdü keyfi  ;,1
hatay dan mutlu pazarlar sizleri efsanelerin şehri hatay ı görmeye davet ediyoruz ;,1
devlet hava meydanları işletmesi dhmi yılının ağustos ayına ait hava yolu uçak yolcu ve yük istatistiklerini açıkladı ;,0
akın var akın bodrum a akın ;,1
bodrum kalesi açıldı ziyaretçilerini bekliyor ;,1
bodrum daha kalabalik ama esnafin derdi bitmiş değil ;,0
turizmcilerde almanya sevinci başladı ;,0
akdeniz in zirvesi turizmin de zirvesinde  ;,1
dünyanın en büyük turizm fuarları arasında yer alan farklı coğrafyalardan ziyaretçi ve katılımcıları bir araya getirerek iş birliği imkanları sunan doğu akdeniz uluslararası turizm ve seyahat fuarı nda olarak misafirlerimizi ağırlamaya devam ediyoruz ;,0
devlet hava meydanları işletmesi genel müdürlüğü temmuz ayı dahil ilk yedi aya ait uçak yolcu ve yük trafiği ile ilgili istatistikleri yayınladı havalimanları yolcu sayısı ilk ayda yüzde düştü ;,0
tepelerin arkasındaki dağları da severiz denizi de en çok bizi deniz çeker kendine  ;,1
çok afedersiniz de turizm size bayılıyordu daha düne kadar yaz gelince otelde tatil yapmak için geberirdiniz yerli turistin bir kezde buradan ağzına sıçayım  ;,0
turizm sektörü nefes aldı     ;,0
pandeminin ilk başladığı dönemde avrupa nın yöneticileri dünyada en güvenli ülke türkiye dir bu sene herkes türkiye ye gitsin demiş turizm patlaması yaşanacak diye bir efsane vardı bu ne oldu peki ;,0
dünyaca ünlü turizm merkezi uzungöl ün çevresi düzenlenecek ;,1
bu yaz tatilde böylemi;,1
izmir bergama tarihi turizm unesco dünya miras listesi  daki tarihi binalar turizme kazandırılacak ;,1
  sizden gelenler siz de kastamonu ya ait kendi çektiğiniz fotoğrafları gönderin sayfamızda paylaşaım fotoğraf için ya teşekkür ederiz  ;,1
ilimiz sarıkaya ilçesinde bulunan bin yıldır sıcak suyu akan ve şifa dağıtan unesco dünya kültürel mirası geçici listesinde bulunan ve mutlaka gelip görmeniz gereken basilica therma muhteşemliği ile sizi bekliyor ;,1
muğla nın kalbi menteşe  ;,1
uzun zamandır planladığım turuzm videoları kanalımı açtım hepsi müziği görüntüsü ile özgün videolardır ;,1
 yılı aşkın süredir çağdaş turizm trendleri çerçevesinde hizmetler üreten otelist de payfull turizm tahsilat sistemi ni kullanıyor   ;,0
turizm sektörünün iki önemli ismi dedeman hotels amp resorts otellerinde yeni görevlerinin başına geçti   ;,0
turizm tarihinde bir ilk ilk kez sıfır çeken turizm cari denge verilerinde takip edildi ;,0
iran da kovid turizmi de vurdu ;,0
rusya uçuşları turizmi de uçuracak mı  ;,0
hilton istanbul bomonti otel iş geliştirme direktörü esra altınörs oteller yılı nisan ayında normale dönecek ;,0
olağanüstü düşünceleri olan bir kralın defteri arsuz stelas ı hatay arkeoloji müzesi nde sizi bekliyor  ;,1
 milli park ve tabiat parkı haziran da ziyarete açılacak  ;,1
antalya belediye turizm de başarı bir otel sahibi veya yöneticisine bağlı değil deniz suyu sıcaklığına bağlı otel sahibi ve yöneticisi için ne acı bir durum ikisi de aslında hiç bu sektörde bir hiç olarak varlar ve ilginçtir ki var olmak için de çalışmıyorlar ;,0
turizm sektörü kürt mafyaların elinde yıllardır yerli turisti fahiş fiyatlarla sömürüp yabancı turistlerin götünü yalıyorlardı şimdi yerli turiste muhtaç oldular umarım kimse gitmez de batarsınız;,0
kastamonu saat kulesi nin gölgesinde yudumlayacağınız bir bardak yorgunluk çayının tadı kastamonu nun eşsiz manzarasıyla bütünleşecek ve hatıranızdan hiç çıkmayacak anlar yaşatacaktır  ;,1
turizm cennetimizin kıymetini daha iyi anladığımız şu günlerde doya doya gezdiğimiz günlere hasretle ;,1
dünyanın en iyi turizm filmleri kapadokya da buluşuyor uluslararası turizm filmleri festivali bu yıl kapadokya da gerçekleşecek  ;,1
erdemli de tarihi mekanlar ayri dilde tanitilacak ;,1
financial times koronavirüs ün turizm sektörü üzerindeki etkisinin türkiye ekonomisinde sert bir şekilde hissedileceğini yazdı;,0
türkiye nin en değerli tatil yerleri açıklandı turizm bölgeleri salgında değerlendi;,0
koronavirüs antalya ekonomisini fena vurdu ;,0
dünyanın en büyük online turizm etkinliği yolda ;,0
aklı olan gelmez buraya biz açık hapishanedeyiz zaten   ;,1
galata kulesi nin hikayesi ve efsaneleri nelerdir nasıl gidilir ;,1
nasıl önemi yok ama lafla peynir gemisi yürüyebilecek mi maliyetlere etkisi ne olacak   ;,0
butik otel olarak tanıtılan oteller hangi özellikleri ile butik sıfatına haiz olabilmektedir ;,0
sevmek için yürek sürdürmek için emek gerek ;,1
geçen sene turizm de rekorlar kırdık bu sene turizm sektöründe zor geçecek kene yine popüler medyada geçen sene pek etkin değildi acabaturist çok olunca   memlekete gelmiyor mu ya da turizm kötü gidiyor diye öyle bir dedikodu mu çıkartılıyor ;,0
türkiye rusya arası uçuşlar ağustos ta başlıyor ;,0
 kültürel doğal ve sosyo ekonomik canlılığıyla cennetin eşşiz limanı mersindeyiz ya siz  ;,1
bilin bakalım neresi burası yurt dışında bir yer olsa beğenirsiniz ;,1
çaykara artık tehlikeli yollarını turizme kazandırmayı öğrenmiş güzel proje tebrikler bitsin ilk ben çıkacağım ;,0
çamaş kanyonu turizme kazandırılacak  ;,0
fransız otel grubu accor yılının ilk yarısına ait finansal verilerini kamuoyuyla paylaştı grubun ilk altı aylık geliri geçen yılın ilk yarısına göre düşerek milyon euro olarak gerçekleşti ;,0
son dakika merkel den türkiye ye korona virüsü şoku türkiye ye kapılarını açmadı ve riskli ülke sınıfına aldığını ilan etti bu karar turizmcilerin ağustos ve sonbaharda turist beklentisine ağır bir darbe vurdu;,0
işler iyi iken yönetmek hüner değildir kriz anında krizi yönetebiliyor musun yetenek bilgi tecrübe o zaman devreye girer  ;,0
baharın renkleriyle görsel şölen yaratan van denizinin adası olan ve heryıl binlerce ziyaretçiye ev sahipliği yapan ahtamar adası nı görmediyseniz bidaha düşünün hatta virusten sonra ziyaret listenizin başına eklemeyi unutmayın  ;,1
  yeni güne ve kalan ömre takip etmeyi unutmayın lütfen    ;,1
antalya belediye turizm iki lafı bir araya getiremedikleri gibi hizmeti şarkı çığırmak zannedenlerin bir bayram mesajı tasarımını dahi yapamayanların her nanede başkan fotoğrafı kullanmayı ve kullandırtmayı bir halt zannedenlerin şehre bir şey katmasını beklemek abestir ;,0
 bin yıllık tarihi maraş kalesi hizmete açılıyor ;,1
tav havalimanları holding iştiraklerinden havaş ta genel müdürlük görevini yürüten kürşad koçak holding bünyesinde işletmelerden sorumlu grup başkanı coo olarak atandı ;,0
disneyland paris temmuz dan itibaren yeniden açılıyor ;,1
inşallah bu corona bu kış biterse önümüzdeki yaz türkiye turist patlaması yaşar benden söylemesi  ;,1
 senedir turizm sektöründe karşılaştırmalı edebiyat okur gibi milletleri ve karakterlerini okuyorum bizim yerli misafirlerin narsist karakterini hiç bir millette bulamadım çocukluğunda peşinden yemek koşturan ebeveynlerin görevini devralamadığım için özür dilerim;,1
amasra nın en saf hali amasra sahili  muhteşem    ;,1
sera gölünde neden bank işgaliye parası alınıyor ;,0
tabiatın tertemiz havasıyla ruhunuzu dinlendireceğiniz konfor hissi yüksek dairelerimizde keyifli bir tatil geçirmeye ne dersiniz  ;,0
alanya da gizli kleopatra koyu kimse bilmiyor  ;,1
türkiyenin ilk göl şehri nef markasiyla kuruluyor ;,0
manisa daki doğa harikası göl büyülüyor  ;,1
çay çarşısı rize turizmini canlandıracak ;,1
artvin turizmine mutlaka kazandırılması gereken bir yapıt tam yaşında dile kolay yüz yıl ikiyüzyıl değil asır sümela manastırına eş değer  ;,1
tarihin sıfır noktası göbeklitepe de yerli ve yabancı turistler seyre dalıp gizemli yolculukta sırlara kapı aralayacak ;,1
antalya belediye turizm sayısal medyada içerik üretmeyi beceremeden nöbetçi eczane listesi yayınlayarak nasıl belediyecilik yapmayı düşünüyorsunuz yoksa böyle bir düşünceniz yok mu halkın bir buçuk yılını yediniz midenize dokunmayacağını mı zannediyorsunuz ;,0
bodrum un lezzet noktası y lounge amp restaurant yalıkavak marina da   ;,1
üç bin yıllık kent birgi turizmde hak ettiği değeri almak istiyor çok sayıda medeniyete ev sahipliği yapan izmir  ödemiş ilçesindeki tarihi mahallesi birgi efeler yolu projesi sayesinde daha çok ziyaretçiyi ağırlayacak;,1
izmir de doğal güzelliklerinin yanısıra belirlenen dalış noktalarıyla da adından bahsettiren karaburun yeni tip koronavirüs sürecinin ardından turizmde başlayan normalleşme süreciyle yine yoğun ilgi görüyor ;,1
olarak açıldı hadi bakalım ab yolculuk kısıtlamasını bir ay daha uzatır turizm bu sene biter inşallah gelen turisterin ziyaretine müsaade edilir  ;,0
ab nin turizm listesinin detayları belli oldu listede türkiye de var   ;,0
ingiliz turizm şirketi türkiye uçuşlarını başlatıyor   ;,0
avrupa nın en büyük tur operatörü tui group nisan mayıs haziran dönemi için milyar euro zarar açıkladı   ;,0
 dalga kapımızı çaldığında sebep olanları da unutma antalya ne turizm kalacak ortada ne de sağlık maksat ne anlayamadık neden tedbir yok neden uygulama yok bu yasaklar niye kime göre kovid ;,0
turizm sektöründe artan rekabet koşulları içinde tanıtma ve halkla ilişkilerin önemi arttı;,0
hilton istanbul kozyatağı artık güvenli turizm belgeli hayırlı olsun ;,0
 ülkede markayı analiz eden brand finance türkiye nin en değerli markalarıyla ilgili haziran raporunu yayınladı en değerli marka thy turkishairlines ;,0
havacılık otoritesi eylül de başlaması planlanan türkiye irak uçuşlarının türk yetkililer tarafından ay boyunca ertelendiğini duyurdu;,0
 almanya dan turizm ve seyahatlere ilişkin ilk açıklamalar ;,0
hızlı ve kolay kiralama ile aracınız ve sevdiklerinizle yeni yerler keşfetmeye başlayın  ;,0
 covid nedeniyle karlılığı düşen havayolları turizm hatta bazı sanayii kuruluşları değerini katlar iken karlılığını katlayan teknoloji iletişim  gibi firmaların durumlarını izah edebilecek var mı ;,0
seyahat sektöründe beklentiler olumsuz yönde değişti ;,0
bursa turizmde pandemi sonrasına hazırlanıyor;,0
kartepe de mükemmel asil atlarla bir doğa turu isterseniz at çiftliği şiddetle tavsiyedir  ;,1
kemal can ocak birçok beldemiz bağturizmi sayesinde canlanabilir   ;,1
 seyahatlerdeki artış in ekonomik olarak toparlandığını gösteriyor tatil yoğunluğu çin in sürekli ilerlemesinin göstergesi canlanan bir çin in güzel geleceğini yansıtıyor ;,0
 ya ayda milyon bin in başkenti antalya ya ayda ülkeden milyon bin turist geldi en fazla turist bin kişi ile ağustos geçen yıla göre bu ağustosta daha fazla ukraynalı geldi doluluk oranı yüzde ;,0
türk turizmine dünya laf eden almanların basınından in almanların plaj sezonunu açtığı ve kurallara uyulduğunun görselini paylaşması yerse  ;,0
otellerde ayrı bir gelir yönetimi uzmanı yada neden dışarıdan destek alınmasını anlattık  ;,0
 menderes imizi türkiye nin gözde turizm merkezlerinden biri yapmak için çalışmalarımıza devam edeceğiz ;,0
nordwind havayollarından antalya adımı  ;,0
 imar planı onaylandı koruma amaçlı imar planı kültür ve turizm bakanlığı tarafından onaylandı   ;,0
dünyaca ünlü sahilde sosyal mesafeli yeni düzen ;,0
türkiye ayda yaklaşık milyon ziyaretçi ağırladı kültür ve turizm bakanlığının ocak ağustos yabancı ziyaretçi istatistiklerine göre ayda en çok ziyaretçi sırasıyla almanya rusya federasyonu bulgaristan ukrayna ve ingiltere den geldi  ;,0
restoran ve turizm işletmeleri hijyen ve sosyalmesafe kurallarına uyarak açılmaya hazırlanıyor;,0
turizm turizm nin en gerçekçi fotoğrafı bu bence soldaki turist yolda diye haber yapılan sağdaki ise gerçekte olan ;,0
 pandeminin ingiltere turizmine faturası milyon turizm çalışanı işini kaybedebilir;,0
yarım asrı aşkın bir süre önce kurulan pamukkale turizm yeni bir karara imza atıyor korona virüs sonrası iş şeklini değiştirme kararı aldı tüm türkiye de adet şubemiz var peyderpey şubeyi kapatacağız başka çaresi yok bu işin artık ağırlıklı olarak onlinebilet ;,0
 rusya da iç turizmi seçen turiste kaç ruble teşvik primi verilecek ;,0
 acısıyla tatlısıyla sofraların ve yemeklerin vazgeçilmezi antep salçası şimdi gaziantep salça zamanı gaziantep gastroantepfest gastronomi salça turizm lezzetbaşkenti ;,1
allahım tüm esnaflara yardım etsin  ;,0
dünya turizm örgütü turizm bu yıl yüzde daralacak milyon kişinin işi tehlikede ;,0
 antalya için aşıklar şehri paris modeli önerisi ;,1
türk dizi ve filmlerinin turizme katkısı kanıtlandı seyredenler türkiye ye gelmek istiyor ;,1
 otobüs kapadokya da bomba gibiydik ;,1
balatonfüred kaplıcalarıyla ünlüdür müzesi ve biyoloji istasyonuyla bilinen tihany ise en eski yerleşim yeridir  ;,1
geleneksel mimarisiyle büyülerken modern mimarisiyle baş döndüren japonya kültürüyle de bambaşka bir deneyim sunuyor ;,1
turizm sektöründeki koronavirüs krizi büyüyor  ;,0
almanya ve türkiye arasında varılan anlaşmaini ve ekonomisini olumsuz etkileyecek ilk iptaller gelmeye başladı bile   ;,0
pandemiden zerre etkilenmeyen ve zerre umursamayan kesim turizm şimdi şenzlong aralıklı konulacak ya onu da siz enayiler ödeyin demişler ama hak ediyoruz yani bir sezon evde otursak bak neler değişir corona ;,1
turizm patlaması sevinç yarattı;,0
turistin yüzde i burayı tercih edecek  ;,0
temel kazısı sırasında bulunan antik roma yolu turizme kazandırılıyor ;,1
balonlar urfa semalarında ;,1
koruma amaçlı plan adı altında yeni yağma mı ;,0
havacılık otoritesi eylül de başlaması planlanan türkiye irak uçuşlarının türk yetkililer tarafından ay boyunca ertelendiğini duyurdu;,0
türk hava yolları yeni tip koronavirüs salgını nedeniyle bir süre ara verdiği italya ya tarifeli seferlerine bugün roma ve milano dan yeniden başladı  ;,0
sigacik yasaksiz gunlerde bile hala yasakliymis gibi ama gordugunuz anda sizi icine ceken buyulu bir masal diyari gibi şu net istanbul sehirlerin krali ise izmir kesinlikle sehirlerin kralicesi  ;,1
medeniyetler şehri tüm zamanların şehri hatay ı görmeye davet ediyoruz;,1
bazen her şeyi unutup uzaklara dalmak lazım ;,1
antalya da beach park partileri olduğu sürece otobüsler tıklım tıklım olduğu sürece ve ah o tekne partileri antalya nın başkan ı kovid oldu siz hala niyetli misiniz turizm ve tatil e vatansaş tedbir istiyor haklı korkuyor ;,0
sosyal mesafe ile uyumlu doluluk oranları belirlense plajlar restoranlar oteller barlar pansiyonlar bu şekilde çalışsa hem insanların bulaşması asgariye indirilebilir hem de tüm işletmeler ayakta kalır sağlık turizm belediyeler birlikte çözüm bulabilir;,0
sümela nın muhteşem görüntüsü şu yapıyı o yıllarda nasıl yaptılar insanın aklı almıyor  ;,1
 turizm işsizlik turizmcinin lirası pandemi krizinde hükümetin destek paketi içinde olan uygulamalardan birisi de aktif çalışanlar için nakdi ücretsiz izin desteği  ;,0
bozcaada tutkunlarini üzecek haber ;,1
maskenizi taktıysanız ve tarihin gizemine yolculuk yapmaya hazırız diyorsanız zerzevan kalesi olarak biz hazırız ve yeni sezonda sizi bekliyoruz ;,1
corona sonrasi turizm bolgelerinde alinan tedbirler sahiller turizme hazir  ;,0
şimdi yılın en güzel zamanı hoş geldin eylül  ;,1
en güvenli destinasyon seçildi;,0
bu tesisin calismayacagini yillar once söyledim yoksa bu tesisler calismaz ülkenin en önemli tematik parklarinda yöneticilik yapmis birisi olarak yorumum kesinlikle budur ;,0
mehmet işler konaklama sektörü güvenli turizm kriterlerini sağlama konusunda üzerine düşeni yaptığını söyledi;,0
 haziran ayında turizm firmasına vergi ve harç istisnası getirildi işte o firmalar  ;,0
turizmcinin gözü kulağı yurt dışı pazarda  ;,0
kovid etkilemeden önce çin turizmi çin yılında iç turizmde artış kaydetti turizm sektörü yıllık lik bir büyüme kaydederek tln yuan yaklaşık milyar gelir elde          ;,0
 seyahat insanın ruhunu asilleştirir ve önyargılarını yok eder oscar wilde  ;,1
koronavirüs etkisiyle nisan ayında ülkemize gelen yabancı ziyaretçi sayısı azaldı tüik in turist başına ortalama harcama verisi dikkate alındığında bu düşüş turizm gelirlerinde sadece nisan ayında yaklaşık milyar dolarlık bir gerilemeye işaret ediyor ;,0
ispanya ya temmuz da gelen turist sayısı yüzde düştü  ;,0
covid salgını sebebi ile mart tan bu yana uçuşlara ara veren onur air esnetilen seyahat kısıtlamaları neticesinde haziran itibariyle tekrar seferlerine başlıyor  ;,0
türkiye yine liste dışı   dalganin daha birincisi bitmedi bunlar ikinciden bahsediyor rahmetli kemal sunal in dediği gibi ağam benle dalga geçir;,1
 corona listemiz turizm moduna girmiş gibiye benziyor ey avrupa bize inanın ;,1
 italya nın venedik şehri kapılarını yeniden turistlere açtı ;,1
havalimanı nda giresun turizminden eser yok  ;,0
travelshop turkey genel müdürü murtaza kalender uluslararası ekoturizm topluluğu ties in türkiye tek yetkili elçisi olarak seçildi ;,1
 temmuz istanbul fatih eminönü pazartesi türkiye oteller çok çok güzel bir aile oteli personellerin güler yüzlü ve yardımseverligi ve yepyeni odaları ile aynı evimde gibi hissettim tekrar geleceğim herkese tavsiye ederim telefon ;,0
bursa da kültür ve turizmde güç birliği  ;,0
amasya valimiz sayın mustafa masatlı nın başkanlığında amasya ili ekonomik toplantısını gerçekleştirdik toplantıda ilimizin tarım turizm ve sanayi sektöründe faaliyet gösteren işletmelerin sorunlarına ilişkin görüş alışverişinde bulunduk ;,0
 uzun yıllar tarihi dokusunu korumuş olan ceyhan köprüsü taş köprü çevresine yapmayı planladığımız kılavuzlu millet bahçesini istemiyoruz ;,1
kars ın önemli tarihi binalarından olan beylerbeyi sarayı nın turizme kazandırılması için çalışılıyor;,1
turizm düşmanları iş başında liraya döner satmışlar ;,0
 dünyanın incisi marmaris  ;,1
yükseköğretim kurumları sınavı nedeniyle cumartesi günü saat ve pazar günü saatleri arasında uygulanacak sokağa çıkma yasağı müze ve ören yerlerini kapsamayacak ;,1
konyaaltı sahili tıklım tıklım  ;,1
vangölü güneyi dağları doğa turizmine yönelik çok farklı alternatifler sunuyor demedi demeyin  ;,1
okullar ağustosta açılamayacak kadar durum ciddi ise tatil kredileri turizm teşvikleri denizlere eğlencelere düğünlere nasıl ve neden müsaade ettiniz ;,0
beyoğlu talimhane sahne de gerçekleştirilecek kültür ve sanat etkinlikleri bölgeyi çekim merkezi haline getirecek;,1
izmir i bir de bu şekilde gezin izmir gezilecek yerler nereler izmir sokak görüntüleri mutlaka izleyin ;,1
turizm işçileri yunanistan da ayaklanmış turizm bu sene kayıp ;,0
 çeyrekte yabancı turist ülkemizde kişi başı dolar harcadı;,0
irlandalı yazar oscar wilde ın dediği gibi seyahat insanın ruhunu asilleştirir ve önyargılarını yok eder   ;,1
ve bugün günlerden kaş  ;,1
hollandalı turizmcilerden hükümete tepki türkiye en az italya ve ispanya kadar güvenli bir tatil ülkesi  ;,0
koronavirüs sonrası maceraseverler artacak tertemiz havasıyla dogasıyla binbir rengi ile yedigöller gidilmek için en uygun yerlerden bir tanesi ;,1
festivaller de yalan oldu ;,1
dünyanın tek yeraltı kervansarayı aksaray  burası ;,1
yandaş bir girişimci işadamı yıldızlı oteli için temel atma işlemlerine başlamış ;,0
diyarbakır surları turizme kazandırılacak ;,1
rumkale ye cam teras yapılacak ;,0
unesco dünya mirası listesindeki nemrut dağı turizme açılıyor;,1
avrupalı seçkin destinasyonlar projesi eden kapsamında mükemmeliyet ödülü alan bin rakımlı nemrut krater gölü kısıtlamaların kaldırılmasının ardından doyumsuz manzarasıyla doğaseverlerin en çok ziyaret ettiği yerlerden biri oldu ;,1
türkiye den ekoturizm alanı bir yanınız eşi olmayan habitat bir yanınız antik kent nefes aldıran rota seçtik ;,1
geliri azalan çalışan çareyi gayri resmi çalışmakta bulunca kayıt dışılık arttı ;,0
oksijen deposu kozak yaylası ndaki demircidere turizme hazırlanıyor ;,0
katar havayolları istanbul seferlerine başlıyor  ;,0
 döviz ve altın alımına vergi koyup valör getiren işsizlik sayısı artan covid yüzünden tabii ki ;,0
neymiş yıllardır turizm de tek gelir kaynağı olarak yurtdışını görüp yurtiçi turizmde bir aksiyon almazsanız tüm otel sahipleri başta olmak üzere tüm türkiye havaya bakıp uçakların üzerindeki havayolu şirketini okumaya çalışır  ;,0
 orman yangın larında ilkmüdahale   düşürdük dedi te ise   düşürmeyi hedeflemekteyiz ;,0
bakan ersoy bu yeni dönemde sevdiklerinizin mutluluğundan keyfinizden ödün vermeden tatilinizi gönlünüzce yaşayın diye sizin için her türlü detayı düşündük  v;,0
güney kıbrıs ta turizm sezonunu beklentileri karşılamadı  ;,0
yeni tur operatörleri ile mixx travel gücüne güç kattı;,0
şaka gibi ülkeyiz vesselam;,1
fırat nehrinin bir kolu olan ve selçuklu mirası köprüsüyle muş un önemli bir simgesi olan murat nehrinin turizme kazandırılması için çalışmalar hızla devam ediyor  ;,1
aslına uygun yapılan tüm restorasyon çalışmaları gururla izliyorum sayın ı tebrik ediyorum önemli olan tarihi eserlerimizi aslına uygun koruyup kollamak bugün bize emanet olan kültür mirasımız yarın çocuklarımıza emanet olacak ;,1
 izmir doğal yaşam parkı sayısı artıyor;,0
ünlü isimlere sesleniş marmaris muğla bodrum çeşme izmir yahu arkadaşlar antalya da çook güzel nerede bu ünlüler  ;,1
 koronavirüs nedeniyle turizm sektörü sıkıntılı günler geçirse de yavaş yavaş normalleşme adımları atılmaya başlanıyor;,0
 avustralya basını türkiye dev bir lüks gemi mezarlığına döndü;,1
bu gördüğünüz türkiye nin tanıtım broşürü artık memlekete turist yağar herhalde bunu hazırlayanın da onay verenin de ellerine sağlık ;,0
alman turizm acentalarının sahip ve yöneticilerini ağırlayan egeli turizmciler alman hükümetinin türkiye ye yönelik seyahat uyarılarına son vereceği umudunu koruyor ;,0
 düzce nin ve anadolu nun denize açılan en önemli kapılarından olan akçakoca sahilleri güneşli hafta sonunu denizde geçirmek isteyen tatilcilerin akınına uğradı  ;,0
 bakan ersoy ikinci dalgadan bahsediliyor bana göre bunun ikinci dalgası ekonomi  ;,0
kapalıçarşı restore ediliyor ;,1
sevdamız nevşehir imize yerli ve yabancı konuklarımızı bekliyoruz ;,1
şuro başkanı çoban turizm için uyardı  ;,0
